profile,reward,steps,terminal_bad,action_decrease_count,action_maintain_count,action_increase_count,map_target_ratio,hypotension_rate,severe_hypotension_rate,lactate_high_rate,action_switch_rate,model,seed,rep
mild_risk,-43.449999999999996,24,0.0,7,10,7,0.3333333333333333,0.4166666666666667,0.0,0.0,0.7083333333333334,Random,29,0
mild_risk,-2.450000000000002,24,0.0,6,9,9,0.5833333333333334,0.125,0.0,0.0,0.625,Random,29,1
mild_risk,12.399999999999999,24,0.0,5,10,9,0.6666666666666666,0.0,0.0,0.0,0.75,Random,29,2
mild_risk,-3.5499999999999994,24,0.0,7,7,10,0.4166666666666667,0.0,0.0,0.0,0.625,Random,29,3
mild_risk,-35.95,20,1.0,11,3,6,0.05,0.3,0.05,0.0,0.65,Random,29,4
mild_risk,-20.75,8,1.0,5,2,1,0.0,0.375,0.125,0.0,0.625,Random,29,5
mild_risk,-46.05,14,1.0,8,2,4,0.0,0.5714285714285714,0.07142857142857142,0.0,0.7142857142857143,Random,29,6
mild_risk,-41.35,23,1.0,7,10,6,0.043478260869565216,0.30434782608695654,0.043478260869565216,0.0,0.782608695652174,Random,29,7
mild_risk,-56.74999999999999,21,1.0,7,10,4,0.0,0.47619047619047616,0.047619047619047616,0.0,0.6666666666666666,Random,29,8
mild_risk,-12.450000000000005,24,0.0,9,6,9,0.20833333333333334,0.125,0.0,0.0,0.7083333333333334,Random,29,9
mild_risk,-20.35,5,1.0,4,1,0,0.0,0.6,0.2,0.0,0.6,Random,29,10
mild_risk,-16.95,13,1.0,6,4,3,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.0,0.6153846153846154,Random,29,11
mild_risk,-32.64999999999999,24,0.0,8,9,7,0.0,0.25,0.0,0.0,0.7083333333333334,Random,29,12
mild_risk,-20.25,5,1.0,4,1,0,0.0,0.6,0.2,0.0,0.4,Random,29,13
mild_risk,-15.3,24,0.0,4,8,12,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,Random,29,14
mild_risk,-36.5,15,1.0,7,4,4,0.0,0.4,0.06666666666666667,0.0,0.8,Random,29,15
mild_risk,6.8500000000000005,24,0.0,6,8,10,0.375,0.0,0.0,0.0,0.5416666666666666,Random,29,16
mild_risk,-36.35,14,1.0,8,3,3,0.0,0.42857142857142855,0.07142857142857142,0.0,0.7857142857142857,Random,29,17
mild_risk,-7.550000000000001,24,0.0,7,7,10,0.3333333333333333,0.0,0.0,0.0,0.5416666666666666,Random,29,18
mild_risk,-15.9,8,1.0,5,2,1,0.0,0.25,0.125,0.0,0.75,Random,29,19
moderate_risk,-30.5,7,1.0,4,2,1,0.0,0.7142857142857143,0.14285714285714285,0.0,0.8571428571428571,Random,29,0
