alpha,reward_mean,reward_std,reward_se,reward_ci95,n_seeds
0.0,20.55336666666666,0.5990867753237553,0.10937778024928337,0.2143804492885954,30
0.2,20.70731666666666,0.4591301461371867,0.08382531262332686,0.16429761274172064,30
0.4,20.73655,0.37745114664476587,0.06891283579117621,0.1350691581507054,30
0.6,20.6403,0.42655057104072996,0.07787712322523922,0.15263916152146886,30
0.8,20.417466666666662,0.5347497309140451,0.09763149674714672,0.19135773362440756,30
1.0,20.044083333333333,0.7094466406429311,0.12952664280879825,0.25387221990524456,30
