model,seed,episode,episode_reward,epsilon,mean_loss,steps
Standard-DQN,20,0,-26.8,0.99,,20
Standard-DQN,20,1,-25.05,0.9801,,4
Standard-DQN,20,2,-21.45,0.9702989999999999,11.372462113698324,13
Standard-DQN,20,3,-36.449999999999996,0.96059601,9.994399746259054,24
Standard-DQN,20,4,-25.15,0.9509900498999999,8.901582813262939,5
Standard-DQN,20,5,-20.05,0.9414801494009999,10.186535358428955,3
Standard-DQN,20,6,-37.599999999999994,0.9320653479069899,8.162245631217957,24
Standard-DQN,20,7,12.299999999999997,0.92274469442792,6.077992111444473,24
Standard-DQN,20,8,-63.599999999999994,0.9135172474836407,6.070590844521155,13
Standard-DQN,20,9,-13.100000000000005,0.9043820750088043,5.253010600805283,24
Standard-DQN,20,10,-11.55,0.8953382542587163,4.320109864075978,24
Standard-DQN,20,11,-9.750000000000002,0.8863848717161291,4.268673380215962,24
Standard-DQN,20,12,-18.650000000000002,0.8775210229989678,3.2116996745268502,24
Standard-DQN,20,13,15.449999999999996,0.8687458127689781,2.61520716547966,24
Standard-DQN,20,14,-0.44999999999999873,0.8600583546412883,2.5421788344780603,24
Standard-DQN,20,15,-25.45,0.8514577710948754,2.139119948659624,7
Standard-DQN,20,16,12.299999999999999,0.8429431933839266,2.169427608450254,24
Standard-DQN,20,17,-10.0,0.8345137614500874,1.839127779006958,1
Standard-DQN,20,18,-72.69999999999997,0.8261686238355865,1.9550052012006442,24
Standard-DQN,20,19,-28.0,0.8179069375972307,2.219869375228882,4
Standard-DQN,20,20,10.299999999999999,0.8097278682212583,1.8541821589072545,24
Standard-DQN,20,21,8.849999999999998,0.8016305895390458,2.187419811884562,24
Standard-DQN,20,22,5.549999999999999,0.7936142836436553,1.7913734217484791,24
Standard-DQN,20,23,-54.349999999999994,0.7856781408072188,1.7977173359770524,19
Standard-DQN,20,24,11.099999999999996,0.7778213593991465,1.5448210289080937,24
Standard-DQN,20,25,-83.75000000000001,0.7700431458051551,1.5719496210416157,24
Standard-DQN,20,26,6.8999999999999995,0.7623427143471035,1.6456686456998189,24
Standard-DQN,20,27,9.699999999999996,0.7547192872036325,1.6848409846425056,24
Standard-DQN,20,28,3.8999999999999995,0.7471720943315961,1.5243729228774707,24
Standard-DQN,20,29,-16.0,0.7397003733882802,1.802079439163208,2
Standard-DQN,20,30,7.25,0.7323033696543974,1.1800858204563458,24
Standard-DQN,20,31,-3.4499999999999997,0.7249803359578534,1.9916236847639084,24
Standard-DQN,20,32,-3.6500000000000017,0.7177305325982748,1.6083483596642811,24
Standard-DQN,20,33,14.349999999999996,0.7105532272722921,1.3987453977266948,24
Standard-DQN,20,34,8.1,0.7034476949995692,1.6974271461367607,24
Standard-DQN,20,35,-8.8,0.6964132180495735,1.5093381231029828,24
Standard-DQN,20,36,6.649999999999999,0.6894490858690777,1.635551246503989,24
Standard-DQN,20,37,-4.150000000000004,0.682554595010387,1.4997172703345616,24
Standard-DQN,20,38,-36.7,0.6757290490602831,1.433254971223719,17
Standard-DQN,20,39,0.6000000000000001,0.6689717585696803,1.6099964703122776,24
Standard-DQN,20,40,16.599999999999994,0.6622820409839835,1.5764025164147217,24
Standard-DQN,20,41,-13.450000000000003,0.6556592205741436,1.7019851580262184,24
Standard-DQN,20,42,14.549999999999994,0.6491026283684022,1.5501273820797603,24
Standard-DQN,20,43,9.000000000000002,0.6426116020847181,1.5239188720782597,24
Standard-DQN,20,44,11.199999999999996,0.6361854860638709,1.3505573992927868,24
Standard-DQN,20,45,12.349999999999998,0.6298236312032323,1.7489908213416736,24
Standard-DQN,20,46,-36.35,0.6235253948912,1.5793596083919208,24
Standard-DQN,20,47,10.999999999999996,0.617290140942288,1.4896138186256092,24
Standard-DQN,20,48,-10.0,0.6111172395328651,1.274145245552063,1
Standard-DQN,20,49,-8.600000000000001,0.6050060671375365,1.358302549769481,24
Standard-DQN,20,50,19.89999999999999,0.5989560064661611,1.3287341880301635,24
Standard-DQN,20,51,-9.200000000000001,0.5929664464014994,1.5779554198185604,24
Standard-DQN,20,52,10.45,0.5870367819374844,1.5229209537307422,24
Standard-DQN,20,53,-26.69999999999999,0.5811664141181095,1.4996504162748654,24
Standard-DQN,20,54,-5.8000000000000025,0.5753547499769285,1.5434652144710224,24
Standard-DQN,20,55,-7.500000000000002,0.5696012024771592,1.8750135898590088,24
Standard-DQN,20,56,11.049999999999997,0.5639051904523876,1.4548184076944988,24
Standard-DQN,20,57,-38.8,0.5582661385478638,1.5228561162948608,11
Standard-DQN,20,58,11.149999999999997,0.5526834771623851,1.6243492513895035,24
Standard-DQN,20,59,15.449999999999996,0.5471566423907612,1.4776793370644252,24
Standard-DQN,20,60,14.299999999999997,0.5416850759668536,1.2012732451160748,24
Standard-DQN,20,61,12.349999999999996,0.536268225207185,1.6429894318183262,24
Standard-DQN,20,62,-2.699999999999999,0.5309055429551132,1.5071761757135391,24
Standard-DQN,20,63,15.599999999999996,0.525596487525562,1.5090275009473164,24
Standard-DQN,20,64,5.199999999999999,0.5203405226503064,1.5905321190754573,24
Standard-DQN,20,65,11.049999999999995,0.5151371174238033,1.50903832167387,24
Standard-DQN,20,66,18.949999999999996,0.5099857462495653,1.348010855416457,24
Standard-DQN,20,67,17.649999999999995,0.5048858887870696,1.227772206068039,24
Standard-DQN,20,68,7.900000000000001,0.4998370298991989,1.3176437690854073,24
Standard-DQN,20,69,11.1,0.49483865960020695,1.1627803867061932,24
Standard-DQN,20,70,-1.350000000000005,0.4898902730042049,1.1816807041565578,24
Standard-DQN,20,71,-36.249999999999986,0.48499137027416284,1.4680978978673618,24
Standard-DQN,20,72,-11.800000000000002,0.4801414565714212,1.2815363605817158,24
Standard-DQN,20,73,16.75,0.475340042005707,1.341972466558218,24
Standard-DQN,20,74,4.399999999999998,0.47058664158564995,1.357881644119819,24
Standard-DQN,20,75,4.15,0.4658807751697934,1.3598712931076686,24
Standard-DQN,20,76,1.9499999999999993,0.4612219674180955,1.3085889878372352,24
Standard-DQN,20,77,19.05,0.45660974774391455,1.1408276359240215,24
Standard-DQN,20,78,9.6,0.4520436502664754,1.432509223620097,24
Standard-DQN,20,79,2.3,0.44752321376381066,1.3881029585997264,24
Standard-DQN,20,80,19.999999999999993,0.44304798162617254,1.1695351799329121,24
Standard-DQN,20,81,-22.700000000000003,0.4386175018099108,1.3680070688327153,24
Standard-DQN,20,82,16.649999999999995,0.4342313267918117,1.2558215682705243,24
Standard-DQN,20,83,19.749999999999996,0.4298890135238936,1.3043295741081238,24
Standard-DQN,20,84,6.65,0.42559012338865465,1.4328247122466564,24
Standard-DQN,20,85,-6.100000000000009,0.4213342221547681,1.3505118787288666,24
